id,nb_shop,nb_food,nb_minor_transport,nb_entertainment,nb_supermarket,nb_transport,nb_parking,nb_public_service,checkinsCount_avg,checkinsCount_sum,nb_ArtsEntertainment,nb_CollegeUniversity,nb_Event,nb_Food_fsquare,nb_NightlifeSpot,nb_OutdoorsRecreation,nb_ProfessionalOther,nb_Residence,nb_ShopService,nb_TravelTransport,cluster_labels
10016,0,0,0,7,0,0,0,0,146.60301507537687,29174,10,4,0,22,6,0,0,13,43,50,Residential with services
9722,0,0,0,0,0,0,0,0,670.8837209302326,57696,3,2,0,6,6,0,0,11,30,4,Residential
9781,3,2,0,0,0,0,0,1,42.74509803921568,2180,5,0,0,2,3,0,0,11,2,9,Residential
9418,0,7,0,27,0,0,0,0,832.8076923076923,86612,23,1,3,26,5,0,0,0,4,8,Residential with services
10038,2,5,0,3,0,0,0,1,1121.4337899543382,245594,15,2,0,17,21,0,0,18,50,42,Residential with services
10197,3,0,0,0,0,0,1,1,297.9583333333333,21453,1,1,0,1,6,0,0,9,8,6,Residential
9193,5,5,0,1,0,0,0,0,954.9494382022473,169981,16,5,0,10,14,0,0,8,44,50,Residential with services
9522,2,2,0,1,1,0,0,0,1054.3262711864406,248821,34,1,0,27,20,0,0,14,50,26,Residential with services
9819,0,1,0,0,0,0,0,0,141.84,7092,2,0,0,9,0,0,0,8,12,3,Residential
9806,0,0,0,0,0,0,0,0,40,880,0,0,0,4,1,0,0,2,8,1,Residential
9071,1,4,0,1,0,0,0,0,850.6481481481482,183740,10,0,1,50,4,0,0,15,18,50,Residential with services
9154,2,0,0,2,0,0,0,0,261.48447204968943,42099,22,1,0,9,1,0,0,6,33,30,Residential with services
9501,0,0,0,4,0,0,0,0,62.885245901639344,3836,5,1,0,2,0,0,0,10,2,5,Residential
10151,12,13,0,1,0,0,0,0,1208.104,151013,4,1,0,18,16,0,0,13,33,19,Residential with services
9721,1,2,0,0,0,0,0,0,460.6172839506172,37310,1,0,0,18,5,0,0,13,20,4,Residential
9389,0,1,0,0,0,1,0,0,74.73076923076924,5829,3,1,0,17,1,0,0,17,17,5,Residential
9557,2,1,0,3,1,0,2,0,1063.4646017699117,240343,28,4,1,45,26,0,0,11,17,27,Residential with services
9173,1,0,0,0,0,0,0,0,202.6,21273,1,1,0,32,6,0,0,1,41,3,Residential
10100,0,0,0,2,0,0,2,0,322.27777777777777,11602,0,0,0,3,1,0,0,5,4,9,Residential
9127,0,0,0,4,0,0,0,0,149.8148148148148,8090,2,2,0,7,2,0,0,7,11,5,Residential
9689,0,2,0,0,0,0,0,1,418.65789473684214,63636,12,2,0,13,9,0,0,21,27,11,Residential with services
10172,0,0,0,0,0,0,0,0,80.60416666666667,3869,2,5,0,0,3,0,0,7,7,6,Residential
9038,2,2,0,2,0,1,0,2,424.2555555555555,76366,8,18,0,31,5,0,0,4,44,40,Universities
9771,0,1,1,0,0,0,0,0,282.2169811320755,29915,0,4,0,29,2,0,0,7,20,10,Residential
9042,0,0,0,4,0,0,0,0,133.65573770491804,8153,3,1,0,7,3,0,0,8,13,3,Residential
9559,0,3,0,2,0,0,0,0,703.2872928176796,127295,9,0,0,7,22,0,0,27,50,28,Residential with services
9453,1,1,0,1,0,0,0,0,188.62820512820514,14713,9,1,0,16,1,0,0,14,18,4,Residential
8993,1,1,0,0,0,0,0,0,112.15625,10767,3,2,0,11,2,0,0,8,8,17,Residential
9527,1,1,1,2,0,2,0,1,1462.0364372469635,361123,16,10,3,43,8,0,0,4,50,45,Cultural & going out places
9997,0,0,0,0,0,0,0,0,80.42857142857143,1126,1,0,0,2,0,0,0,6,0,1,Residential
10083,0,1,0,0,0,0,1,0,136.49315068493152,9964,7,1,0,13,5,0,0,1,14,10,Residential
9178,0,3,0,1,1,0,0,0,114.0135135135135,8437,3,2,0,13,7,0,0,5,27,5,Shopping areas
9079,1,0,0,1,0,0,0,0,129.41666666666666,9318,3,0,1,2,2,0,0,6,13,9,Residential
9796,0,0,0,0,0,0,0,0,99.15625,3173,0,0,0,1,0,0,0,12,3,0,Residential
9831,0,0,0,2,0,1,0,0,94.41463414634147,3871,1,4,0,7,0,0,0,5,4,4,Residential
9388,4,0,0,0,0,0,0,0,652.5114155251141,142900,26,5,0,17,7,0,0,10,50,45,Residential with services
10040,0,11,0,2,0,0,0,0,1828.704845814978,415116,14,5,0,27,32,0,0,24,50,38,Residential with services
9004,11,5,0,4,0,0,2,0,2649.708955223881,710122,50,16,3,21,37,0,0,25,18,50,Cultural & going out places
10095,1,2,1,0,0,0,0,0,282.56,21192,2,0,0,9,3,0,0,11,17,10,Residential
9901,0,4,2,3,0,0,0,0,145.04545454545453,15955,7,4,1,14,7,0,0,11,17,6,Residential
9140,0,0,0,0,0,0,0,0,61.14634146341464,2507,2,1,0,6,1,0,0,8,7,6,Residential
9708,0,0,0,0,0,0,0,0,83.796875,5363,2,0,0,7,2,0,0,14,5,7,Residential
9551,1,3,1,1,0,0,2,1,113.41772151898735,8960,6,3,0,14,1,0,0,7,22,6,Residential
10099,0,0,0,12,0,0,0,0,206.13559322033902,12162,2,0,0,3,0,0,0,2,9,5,Residential
