id,nb_shop,nb_food,nb_minor_transport,nb_entertainment,nb_supermarket,nb_transport,nb_parking,nb_public_service,checkinsCount_avg,checkinsCount_sum,nb_ArtsEntertainment,nb_CollegeUniversity,nb_Event,nb_Food_fsquare,nb_NightlifeSpot,nb_OutdoorsRecreation,nb_ProfessionalOther,nb_Residence,nb_ShopService,nb_TravelTransport,cluster_labels
9525,0,0,0,0,0,0,1,0,70.46153846153847,3664,2,0,0,8,2,0,0,4,18,4,Residential
9856,2,1,0,1,0,0,0,0,76.94,3847,5,1,0,3,0,0,0,5,3,5,Residential
9639,5,0,0,1,1,0,0,0,66.22641509433963,3510,0,0,0,4,5,0,0,11,8,10,Shopping areas
9095,3,0,1,2,0,0,0,0,819.4705882352941,153241,22,14,0,35,10,0,0,14,11,6,Residential with services
10195,0,2,0,5,0,0,0,0,150.08227848101262,23713,0,4,0,10,6,0,0,24,19,36,Residential with services
9170,0,0,0,0,0,0,0,0,231.6,6948,0,0,0,4,0,0,0,5,12,3,Residential
9381,0,2,0,2,0,0,0,0,148.4310344827586,17218,9,3,0,14,2,0,0,4,25,13,Residential
9707,0,0,0,0,0,0,0,0,55.534246575342465,4054,2,1,0,5,6,0,0,14,19,6,Residential
9827,0,2,0,1,0,0,0,0,129.37037037037038,6986,3,0,0,9,2,0,0,10,5,9,Residential
9577,3,7,0,1,1,0,0,0,1571.2669039145908,441526,23,50,0,35,18,0,0,23,11,50,Cultural & going out places
9717,0,0,0,0,0,0,0,0,78.71428571428571,1102,0,0,0,1,0,0,0,3,0,1,Residential
9678,0,0,0,0,0,0,0,0,412.9135802469136,33446,2,1,0,6,0,0,0,5,2,9,Residential
9839,2,1,0,1,0,0,0,0,129.26744186046508,11117,1,1,0,26,2,0,0,5,33,4,Residential
9087,0,0,0,0,0,0,0,0,241.29310344827587,41985,13,2,0,22,3,0,0,9,50,18,Residential with services
9539,0,1,1,1,0,0,0,0,515.3880597014926,34531,8,1,0,8,3,0,0,12,4,6,Residential
9644,0,0,0,0,0,0,0,0,253.74,12687,6,1,0,5,0,0,0,9,3,13,Residential
10130,0,2,0,0,1,0,0,0,404.0114942528736,35149,13,0,0,12,10,0,0,16,12,6,Shopping areas
9589,1,1,0,0,0,0,0,0,470.26881720430106,43735,6,0,0,13,8,0,0,13,32,2,Residential
9481,0,0,0,5,0,0,0,0,93.20588235294115,9507,3,1,0,11,3,0,0,14,32,6,Residential
9947,0,0,0,0,0,0,0,0,253.71794871794876,9895,1,2,0,14,1,0,0,2,9,6,Residential
10158,1,1,0,0,1,0,1,0,268.7977528089888,23923,1,3,0,21,2,0,0,10,23,14,Shopping areas
9467,0,0,0,3,0,0,0,0,166.97916666666666,16030,4,2,1,14,2,0,0,14,15,13,Residential
9704,2,3,0,7,0,0,1,0,1541.89010989011,420936,44,3,1,27,21,0,0,6,50,50,Residential with services
10168,0,0,0,1,0,0,0,0,269.7684210526316,25628,3,3,0,10,5,0,0,16,20,5,Residential
9659,0,0,0,0,0,0,0,0,79.0253164556962,6243,3,2,0,10,1,0,0,9,17,9,Residential
9843,1,1,0,12,0,0,1,0,425.20491803278685,103750,42,6,2,10,27,0,0,15,45,50,Residential with services
10170,0,0,0,0,0,0,0,0,106.72727272727272,10566,4,3,0,11,11,0,0,29,18,3,Residential
9876,0,0,0,1,0,0,0,0,219.27966101694915,25875,1,3,0,14,6,0,0,8,12,23,Residential
9530,1,1,0,8,0,1,0,0,1296.7717391304348,357909,40,6,1,17,24,0,0,18,50,50,Cultural & going out places
9583,0,0,0,0,0,0,0,0,122.34653465346534,12357,2,2,0,6,7,0,0,6,14,23,Residential
10176,2,3,0,0,0,0,0,0,668.6765799256507,179874,13,49,0,35,20,0,0,12,37,45,Residential with services
9628,1,1,1,6,0,0,0,1,663.4883720930233,85590,10,3,2,14,4,0,0,7,10,22,Residential
9223,0,0,0,0,0,0,0,0,88.20689655172414,2558,4,0,0,3,2,0,0,6,5,4,Residential
9510,1,7,0,0,0,0,0,0,2361.817518248175,647138,41,1,1,40,18,0,0,26,50,50,Cultural & going out places
9227,4,4,0,1,0,0,0,0,140.01315789473685,10641,2,3,0,8,4,0,0,6,13,19,Residential
10018,18,18,0,9,0,0,2,0,1262.2604166666667,363531,38,9,4,37,29,0,0,19,19,50,Cultural & going out places
9615,22,54,0,21,0,3,2,0,3533.261146496816,1109444,50,33,0,50,22,0,0,48,25,15,Activity center
9255,0,1,0,0,0,0,0,1,110.17977528089888,9806,4,0,0,12,1,0,0,11,19,11,Residential
10047,0,0,0,0,0,0,0,0,211.96491228070172,12082,4,1,0,9,1,0,0,5,16,2,Residential
9405,0,0,0,0,0,0,0,0,184.17241379310346,10682,1,1,0,4,4,0,0,16,4,11,Residential
9359,0,0,0,0,0,0,0,0,231.955223880597,15541,0,0,0,12,1,0,0,4,19,5,Residential
9304,0,2,0,0,0,0,0,0,740.6573426573427,105914,17,1,0,11,11,0,0,12,27,10,Residential
9088,12,0,0,1,0,0,0,0,2368.060975609756,582543,50,4,0,20,26,0,0,6,34,50,Cultural & going out places
10150,0,0,0,1,0,0,0,0,140.125,8968,2,1,0,2,1,0,0,8,16,7,Residential
10028,6,15,0,1,1,1,0,1,1251.2456140350878,285284,10,7,0,22,18,0,0,26,50,44,Residential with services
9135,0,2,0,0,0,0,0,0,243.9508196721312,14881,2,0,0,8,2,0,0,7,16,9,Residential
9378,0,1,0,0,0,0,0,0,202.77976190476193,34067,18,1,0,18,5,0,0,5,50,29,Residential with services
9001,0,0,0,0,0,0,0,0,390.6727272727273,21487,1,0,0,3,1,0,0,11,7,8,Residential
9311,0,0,0,0,0,0,0,0,122.80392156862743,12526,1,0,0,19,3,0,0,6,40,7,Residential
9647,1,1,0,0,0,0,0,0,45.3134328358209,3036,4,1,0,9,3,0,0,18,10,7,Residential
9040,0,5,0,1,0,0,0,0,930.2710280373833,199078,20,2,0,25,24,0,0,18,50,16,Residential with services
9355,0,0,0,0,0,0,0,0,75.53846153846153,1964,0,0,0,9,2,0,0,1,9,2,Residential
9101,12,12,2,10,0,2,1,0,3195.46975088968,897927,50,7,0,44,50,0,0,18,16,34,Cultural & going out places
9963,0,0,0,0,0,0,0,0,79.40425531914894,3732,2,0,0,3,1,0,0,10,11,2,Residential
9331,3,4,0,2,0,0,1,0,156.67088607594937,12377,2,1,0,22,2,0,0,6,15,3,Residential
9316,0,3,0,2,0,0,0,0,80.6231884057971,5563,1,1,0,19,4,0,0,12,16,6,Residential
9129,1,0,0,0,0,0,0,0,78.66666666666667,2832,0,2,0,0,0,0,0,9,7,5,Residential
10022,10,16,0,2,1,0,0,1,2009.755208333333,385873,17,4,0,50,13,0,0,12,20,23,Residential with services
10117,0,10,0,2,0,0,0,0,409.6291079812208,87251,45,2,0,18,13,0,0,18,50,31,Residential with services
9370,1,0,0,0,0,0,0,0,66.66666666666667,2800,0,0,0,1,1,0,0,8,6,3,Residential
9519,0,9,0,1,0,0,0,0,945.2266666666667,212676,48,5,0,23,30,0,0,12,50,17,Residential with services
10143,0,0,0,2,0,0,0,0,271.74418604651163,11685,1,0,0,4,4,0,0,12,7,0,Residential
9431,0,1,0,0,0,0,0,0,62.56666666666667,1877,1,1,0,5,0,0,0,4,8,4,Residential
9494,8,22,0,8,0,2,1,0,1286.7191977077366,449065,24,32,1,50,41,0,0,38,34,43,Cultural & going out places
9248,6,1,0,3,0,0,0,1,559.6993464052288,85634,8,2,0,14,4,0,0,5,37,27,Residential with services
9390,0,0,0,0,0,0,0,0,57.647058823529406,1960,1,1,0,9,1,0,0,6,8,2,Residential
9873,0,0,0,3,0,0,0,0,35.4,177,0,0,0,2,0,0,0,0,0,1,Residential
10189,6,3,0,1,0,0,0,0,702.8063063063063,156023,18,19,1,21,14,0,0,12,50,50,Residential with services
9538,6,5,0,5,1,1,1,0,2435.971875,779511,29,50,0,26,42,0,0,30,18,50,Cultural & going out places
10035,0,0,0,0,0,0,0,0,76.02380952380952,3193,2,3,0,4,1,0,0,3,9,2,Residential
10013,0,0,0,0,0,0,0,0,51.16666666666666,6140,4,1,0,5,3,0,0,9,14,29,Residential
9457,1,2,0,0,0,0,0,0,1000.855072463768,69059,2,0,0,18,3,0,0,10,13,6,Residential
9155,3,0,0,0,0,1,0,0,969.2980769230768,100807,6,2,0,23,6,0,0,8,9,14,Residential
9855,2,0,0,20,0,0,0,0,345.6071428571428,67739,9,0,1,47,7,0,0,13,50,19,Residential with services
9091,0,0,0,2,0,0,0,0,135.44827586206895,7856,3,2,0,2,1,0,0,8,4,4,Residential
9116,0,0,0,0,0,0,1,0,281.64545454545447,30981,2,2,0,8,0,0,0,10,17,17,Residential
10080,0,0,0,0,0,0,0,0,74.01470588235293,5033,1,0,0,13,2,0,0,5,25,6,Residential
10161,0,1,0,1,0,0,0,0,147.11111111111111,7944,2,2,0,5,2,0,0,6,5,8,Residential
10167,1,1,0,0,0,0,0,0,373.74683544303804,29526,4,0,0,3,4,0,0,12,25,8,Residential
9709,2,0,0,0,0,0,0,0,229.94285714285718,16096,3,2,0,9,1,0,0,8,16,7,Residential
9126,1,0,0,0,0,0,0,0,117.46575342465755,8575,0,2,0,5,1,0,0,12,8,18,Residential
9298,1,1,0,0,0,0,0,0,98.05084745762713,5785,1,2,0,13,5,0,0,11,11,2,Residential
9594,15,16,0,7,0,1,1,0,4886.536895674301,1920409,50,39,3,50,42,0,0,39,50,20,Activity center
9147,11,21,1,27,0,0,3,0,5510.146718146718,1427128,45,4,5,50,13,0,0,14,14,50,Activity center
9443,7,1,1,3,0,0,0,0,1540.6322580645162,238798,7,3,0,20,4,0,0,7,41,27,Residential with services
9679,0,0,0,0,0,0,0,1,303.29824561403507,17288,0,2,0,6,0,0,0,1,2,3,Residential
9728,6,2,0,0,0,0,0,0,1013.5909090909092,200691,3,4,0,29,8,0,0,13,50,31,Residential with services
9214,0,0,0,0,1,0,0,1,103.47945205479452,7554,1,1,0,7,1,0,0,10,12,10,Shopping areas
9623,0,2,0,0,0,0,0,0,673.8641975308642,109166,10,0,0,21,9,0,0,14,20,44,Residential with services
8989,1,2,1,2,0,0,0,0,459.1824324324325,135918,32,2,3,6,25,0,0,40,50,50,Cultural & going out places
9789,0,0,0,0,0,0,0,0,39.80952380952381,836,2,0,0,1,0,0,0,11,0,1,Residential
10024,3,5,0,2,0,0,0,0,391.30653266331666,77870,37,1,0,24,20,0,0,19,34,24,Residential with services
9801,0,0,1,0,0,0,0,0,122.69767441860463,5276,1,0,0,2,5,0,0,13,2,2,Residential
9334,0,0,0,0,0,0,0,0,171.05714285714285,11974,3,3,0,10,0,0,0,7,16,8,Residential
9068,0,0,0,1,0,0,0,0,472.81502890173414,81797,3,2,0,48,13,0,0,14,25,10,Residential with services
10194,1,10,0,0,0,0,0,0,499.4647058823529,84909,3,1,0,13,11,0,0,27,40,31,Residential with services
9019,3,1,0,1,0,0,0,0,101.1311475409836,6169,1,0,0,7,2,0,0,11,14,4,Residential
9282,0,0,0,0,0,0,0,0,161.61538461538458,18909,2,0,0,27,4,0,0,8,41,7,Residential
9352,0,0,1,0,0,0,1,5,438.4528301886792,69714,3,20,1,37,0,0,0,5,16,21,Universities
9384,21,11,0,1,0,0,0,0,583.5911111111111,131308,5,2,0,17,29,0,0,26,50,50,Residential with services
10058,0,0,0,0,0,0,0,0,64.25,2056,0,1,0,10,0,0,0,4,9,2,Residential
9729,1,1,0,0,0,0,0,0,503.28888888888883,45296,2,0,0,6,0,0,0,1,19,17,Residential
9263,0,2,0,0,0,0,0,0,39.444444444444436,1420,2,0,0,1,2,0,0,7,14,4,Residential
9961,2,0,0,2,0,0,0,0,225.88888888888889,22363,6,2,0,20,1,0,0,18,24,6,Residential
10085,0,0,0,0,0,0,0,1,511.9661016949152,30206,1,1,0,17,1,0,0,3,21,1,Residential
9152,1,4,1,0,0,0,0,0,217.36614173228347,55211,10,12,0,40,12,0,0,25,50,48,Residential with services
9673,0,4,0,0,0,0,0,0,1621.0152671755725,212353,11,1,0,22,22,0,0,17,7,24,Residential with services
9470,0,6,1,0,0,0,0,0,511.6794871794871,39911,3,0,0,19,7,0,0,3,20,11,Residential
10134,4,8,0,0,0,0,1,1,514.3076923076924,100290,15,1,1,24,17,0,0,28,46,24,Residential with services
9292,0,1,0,1,0,1,0,0,151.8021978021978,13814,6,0,0,18,2,0,0,13,29,6,Residential
9862,19,3,0,4,0,1,0,0,530.6515837104073,117274,7,2,0,46,2,0,0,8,50,50,Residential with services
10191,0,3,0,2,0,0,0,0,552.4957983193277,131494,22,4,2,32,11,0,0,24,25,50,Residential with services
9900,8,3,0,4,1,0,0,0,1681.5411255411254,388436,17,16,2,15,15,0,0,12,50,36,Residential with services
9002,0,0,0,1,0,0,0,0,185.4835164835165,16879,4,1,1,17,0,0,0,17,24,8,Residential
9437,0,4,0,0,0,0,0,0,457.58598726114644,71841,16,0,0,25,9,0,0,20,21,22,Residential with services
9022,0,0,1,0,0,0,0,0,291.6595744680851,54832,44,8,0,10,2,0,0,5,31,32,Residential with services
9487,0,3,0,0,0,0,2,1,124.95483870967743,19368,5,1,0,48,3,0,0,6,47,8,Residential with services
9660,1,1,0,1,0,0,0,0,326.9826086956522,75206,8,0,0,35,12,0,0,19,50,48,Residential with services
9778,0,0,0,1,0,0,0,0,134.89473684210526,5126,0,0,0,7,1,0,0,4,9,7,Residential
9871,0,0,0,1,0,0,2,0,364.3404255319149,17124,0,0,0,1,1,0,0,9,4,14,Residential
9537,0,0,0,0,1,0,1,0,232.90384615384616,12111,4,1,0,5,3,0,0,5,18,5,Shopping areas
9125,5,11,0,15,0,0,0,0,1847.969696969697,670813,50,26,1,50,26,0,0,39,21,50,Cultural & going out places
9649,0,0,0,0,0,0,0,0,119.76811594202898,8264,3,1,0,10,2,0,0,6,21,10,Residential
10063,2,3,0,7,2,0,0,0,1851.085,370217,23,4,3,33,16,0,0,11,13,32,Shopping areas
9773,4,4,1,0,0,0,0,0,17.372093023255815,747,1,0,0,6,7,0,0,13,4,5,Residential
9702,0,1,0,0,0,0,0,0,35.976190476190474,1511,5,0,0,0,2,0,0,18,5,4,Residential
9612,6,8,0,12,0,0,1,1,3671.9517045454545,1292527,50,19,2,50,50,0,0,14,30,50,Cultural & going out places
9045,0,0,0,0,0,0,0,0,1056.5555555555557,85581,3,10,0,6,7,0,0,5,12,14,Residential
10145,0,0,0,4,0,0,0,0,228.87804878048783,9384,2,0,0,3,3,0,0,14,5,3,Residential
10188,0,1,0,0,0,0,0,1,484.5668789808917,76077,3,1,1,27,12,0,0,13,50,23,Residential with services
9278,2,0,0,1,0,1,0,0,242.32941176470592,20598,7,4,0,20,1,0,0,10,13,8,Residential
9117,0,0,0,0,0,0,0,0,765.25,55098,8,1,0,4,3,0,0,5,19,3,Residential
9785,0,3,0,0,0,0,0,0,125,4250,0,0,0,1,1,0,0,11,8,3,Residential
9906,0,0,0,0,0,0,0,0,111.6697247706422,12172,5,0,0,24,6,0,0,11,33,9,Residential
10069,4,14,0,6,1,0,0,0,1534,487812,33,17,3,35,50,0,0,44,11,50,Cultural & going out places
9450,0,0,0,0,0,0,0,0,40.36666666666667,1211,1,1,0,0,1,0,0,7,4,7,Residential
9092,0,0,0,1,0,0,0,0,78.55405405405405,5813,15,0,0,12,0,0,0,5,14,8,Residential
9073,0,1,0,0,1,0,0,0,48.862745098039206,2492,2,0,0,2,4,0,0,8,8,5,Shopping areas
9322,0,0,0,0,0,0,0,0,267.46666666666664,8024,1,0,0,5,1,0,0,6,4,4,Residential
9259,0,1,0,0,0,0,0,0,205.984,25748,4,1,0,16,3,0,0,7,29,9,Residential
9635,0,1,0,0,1,0,0,0,251.14285714285717,5274,1,0,0,3,1,0,0,3,1,3,Shopping areas
9081,0,0,0,0,0,0,0,0,53.20512820512821,4150,2,3,0,3,2,0,0,9,9,9,Residential
10177,0,2,0,0,0,0,0,1,521.8105726872246,118451,14,50,0,30,14,0,0,16,21,31,Universities
8996,9,8,1,2,0,1,1,0,1449.2780082987551,349276,31,10,1,16,36,0,0,20,50,38,Cultural & going out places
10148,0,0,0,3,0,0,0,0,2387.4489795918366,116985,2,2,0,1,6,0,0,12,4,6,Residential
9830,0,0,0,1,0,0,0,0,90.5238095238095,5703,1,1,0,11,2,0,0,15,17,1,Residential
9336,2,3,0,0,0,2,0,1,591.7853881278538,129601,18,4,0,29,9,0,0,16,50,38,Residential with services
9832,0,0,7,91,0,0,80,3,592.3597122302158,164676,36,2,3,39,11,0,0,7,33,47,Randall's Island
9185,0,0,0,1,0,1,0,1,179.07058823529408,15221,3,2,0,20,2,0,0,5,23,7,Residential
9272,0,0,0,0,0,0,0,0,51.2375,4099,1,0,0,24,0,0,0,6,21,7,Residential
9113,0,1,0,0,0,0,0,0,124.86153846153844,16232,10,3,0,14,7,0,0,22,9,11,Residential
9108,0,0,0,1,0,0,0,0,35.205128205128204,1373,6,0,0,1,2,0,0,8,5,8,Residential
9713,12,12,0,4,0,0,1,0,477.9813084112149,102288,11,2,0,34,20,0,0,20,41,23,Residential with services
9416,0,1,0,1,0,0,0,0,159.0769230769231,8272,3,0,0,4,1,0,0,3,2,12,Residential
9759,0,1,0,0,0,0,0,0,135.71186440677963,8007,1,1,0,6,3,0,0,10,12,7,Residential
9284,0,3,0,2,0,0,2,0,553.4682779456193,183198,50,27,1,36,44,0,0,34,20,50,Cultural & going out places
9317,1,2,1,0,0,0,0,0,256.38461538461536,13332,14,3,0,4,1,0,0,10,2,1,Residential
9761,2,1,0,0,0,0,0,0,146.76785714285714,8219,2,0,0,5,9,0,0,12,11,4,Residential
9763,7,5,1,0,0,0,0,0,285.5527638190955,56825,16,4,0,36,8,0,0,13,50,8,Residential with services
9531,2,1,0,0,0,0,0,0,81.97916666666667,3935,2,0,0,2,6,0,0,11,6,6,Residential
9018,0,2,0,2,0,0,1,0,747.1015037593985,198729,28,1,0,31,12,0,0,28,50,50,Residential with services
9634,0,2,0,0,0,0,0,0,572.6212121212121,37793,4,0,0,5,4,0,0,14,8,9,Residential
9824,1,4,0,0,0,0,0,0,197.35555555555558,17762,5,5,0,20,1,0,0,11,14,9,Residential
9774,3,3,1,0,0,0,0,0,348.42857142857144,12195,4,2,0,2,3,0,0,5,6,0,Residential
9164,0,0,0,1,0,0,0,0,45.84782608695652,2109,1,2,0,11,2,0,0,6,9,3,Residential
9046,1,0,0,0,0,0,0,1,152.4102564102564,17832,4,1,0,18,5,0,0,10,39,9,Residential
9851,1,0,0,0,1,0,0,0,211.9005847953216,36235,6,0,0,32,6,0,0,24,40,23,Shopping areas
10086,4,0,2,0,1,1,2,0,276.225,22098,5,0,0,7,3,0,0,7,20,13,Shopping areas
9940,0,1,0,0,0,0,0,0,240.2439024390244,9850,2,15,0,2,2,0,0,7,4,0,Residential
9123,0,0,0,0,0,0,0,0,7879.047619047618,165460,3,0,0,3,0,0,0,0,3,2,Residential
10135,0,1,0,0,0,0,0,0,646.1904761904761,54280,4,0,0,16,10,0,0,19,24,4,Residential
9297,0,0,0,0,0,0,0,0,214.6875,6870,2,1,0,6,2,0,0,8,3,3,Residential
9086,0,0,1,0,0,0,1,0,296.225,47396,2,2,0,12,6,0,0,13,20,46,Residential with services
9875,0,0,0,0,0,0,0,0,501.95454545454544,11043,1,0,0,5,1,0,0,4,4,0,Residential
9161,0,0,0,0,0,0,0,0,66.08888888888889,2974,1,0,1,8,2,0,0,7,12,1,Residential
9142,11,3,0,1,1,1,0,1,118,20296,2,10,0,24,4,0,0,9,36,28,Shopping areas
9978,1,4,6,18,0,1,0,1,967.063694267516,151829,4,6,0,16,4,0,0,13,17,37,Residential with services
9082,0,1,0,2,1,1,0,0,843.2873134328357,226001,16,1,1,32,34,0,0,33,50,36,Residential with services
9475,0,3,0,0,0,0,0,0,58.5,2223,0,0,0,3,2,0,0,12,4,0,Residential
9826,0,1,0,0,0,1,0,0,132.85365853658536,5447,2,2,0,5,1,0,0,10,7,5,Residential
9471,2,1,5,5,0,0,0,0,1204.9914893617022,283173,23,4,0,31,5,0,0,18,44,42,Residential with services
9535,1,0,0,0,0,0,0,0,36.63829787234041,1722,1,1,0,5,3,0,0,7,10,7,Residential
9254,1,3,0,1,0,0,0,0,176.76363636363635,9722,1,0,0,17,2,0,0,6,7,6,Residential
10045,0,0,0,0,0,1,0,0,189.80246913580245,15374,3,0,0,8,2,0,0,20,8,13,Residential
10073,0,0,0,1,0,0,0,0,48.2,1687,2,0,0,1,0,0,0,4,0,17,Residential
9246,2,2,0,1,0,0,1,0,260.314606741573,23168,3,0,0,8,2,0,0,10,9,9,Residential
10110,0,0,0,4,0,0,0,0,402.18571428571437,28153,3,0,0,5,2,0,0,8,5,27,Residential
9290,0,1,0,0,1,0,0,0,140.69387755102042,6894,1,2,0,7,1,0,0,15,9,3,Shopping areas
9746,0,1,0,0,0,0,0,0,84.42,4221,7,5,0,3,3,0,0,4,0,0,Residential
9570,0,0,0,0,0,0,0,0,52.555555555555564,1892,1,0,0,10,1,0,0,4,3,4,Residential
10049,1,0,0,0,0,0,0,0,20.58333333333333,247,2,0,0,3,0,0,0,5,0,1,Residential
9047,1,2,0,0,1,0,0,0,243.22222222222226,13134,2,0,0,13,0,0,0,1,26,4,Shopping areas
10109,0,0,0,0,0,0,0,0,8.7,87,0,0,0,1,0,0,0,1,0,6,Residential
9353,0,0,0,0,0,0,0,0,172.1891891891892,12742,0,0,0,30,6,0,0,2,20,4,Residential
9361,0,0,0,0,0,0,0,0,134.01666666666668,8041,4,0,0,8,0,0,0,11,20,4,Residential
9602,0,0,0,0,0,0,0,0,392.6564885496183,51438,22,2,0,9,7,0,0,20,22,13,Residential
9731,1,3,3,1,0,0,0,0,1307.72,163465,11,4,2,18,6,0,0,16,14,20,Residential with services
10023,3,3,0,0,0,0,0,0,2774.555102040816,679766,50,1,1,42,22,0,0,21,20,38,Cultural & going out places
9072,0,6,0,5,0,0,0,1,144.96825396825398,27399,14,0,0,14,25,0,0,27,27,22,Residential with services
9168,0,0,0,3,0,0,1,0,92.35652173913044,10621,0,0,0,23,3,0,0,12,30,13,Residential
9180,0,0,0,6,0,0,0,0,161.19298245614036,9188,5,0,0,8,2,0,0,10,9,4,Residential
9128,0,0,0,0,0,0,1,0,57.58695652173913,2649,2,0,0,14,5,0,0,5,13,0,Residential
9245,6,8,0,20,1,2,4,0,3225.480122324159,1054732,50,14,9,50,25,0,0,50,27,19,Activity center
10076,0,0,0,9,0,0,0,0,178.60396039603958,18039,3,1,0,8,2,0,0,9,20,12,Residential
9295,4,3,0,2,0,0,0,0,228.54054054054055,25368,1,1,0,31,0,0,0,8,45,4,Residential with services
10092,3,3,1,1,1,0,0,0,196.36986301369862,14335,3,3,0,9,4,0,0,10,19,5,Shopping areas
9800,1,0,1,0,0,0,0,0,115.06060606060606,3797,1,0,0,2,4,0,0,10,2,2,Residential
9533,1,0,0,0,0,0,0,0,317.5504587155964,34613,13,1,0,15,11,0,0,9,19,16,Residential
9414,1,1,0,0,0,0,0,0,742.7280701754387,84671,5,1,0,11,1,0,0,9,23,10,Residential
9136,2,1,0,2,1,1,0,1,440.33082706766925,58564,0,1,0,18,6,0,0,17,28,20,Shopping areas
9500,5,6,0,0,1,0,1,0,307.7581699346405,47087,0,1,0,34,10,0,0,20,27,23,Shopping areas
9944,0,0,0,0,0,0,0,0,49.53333333333333,743,0,0,0,2,0,0,0,4,2,6,Residential
9058,4,17,0,2,0,1,0,0,812.77950310559,261715,33,18,1,26,36,0,0,50,50,50,Cultural & going out places
10042,0,0,0,0,0,0,0,1,34.81081081081081,1288,1,1,0,6,2,0,0,3,10,1,Residential
9455,6,2,0,0,0,0,0,0,44.444444444444436,2000,1,2,0,5,1,0,0,7,2,6,Residential
9102,0,0,0,1,0,1,0,0,255.375,6129,0,0,0,3,0,0,0,5,4,1,Residential
9144,44,14,0,5,0,3,1,1,6797.099462365592,2528521,50,42,8,50,30,0,0,15,46,31,Activity center
9371,0,0,0,0,0,0,0,0,708.8301886792453,37568,1,2,0,6,3,0,0,10,6,8,Residential
9760,1,0,0,0,0,0,0,0,356.1818181818182,23508,1,0,0,6,3,0,0,13,14,9,Residential
9183,0,0,1,1,0,1,1,0,180,9180,3,3,0,3,2,0,0,9,10,3,Residential
9034,1,0,0,1,0,0,0,0,141.77685950413226,17155,8,7,0,5,5,0,0,9,26,9,Residential
9346,6,2,4,1,1,1,0,0,457.6833333333333,82383,12,1,0,19,3,0,0,12,46,29,Shopping areas
9401,0,0,0,0,0,0,0,0,577.3214285714286,16165,0,0,0,0,0,0,0,7,4,6,Residential
9567,0,0,0,0,0,0,0,0,155.64,3891,0,1,0,4,0,0,0,3,6,2,Residential
9630,0,0,0,0,0,0,0,0,224.17647058823533,7622,2,0,0,0,0,0,0,7,4,6,Residential
9545,3,3,0,0,0,0,0,1,1063.8407643312103,334046,42,15,0,30,38,0,0,38,28,50,Cultural & going out places
9658,0,0,0,1,0,0,0,0,83.63157894736842,6356,2,1,0,7,0,0,0,12,12,7,Residential
9207,0,6,0,0,0,0,0,0,440.90109890109886,40122,9,4,0,13,2,0,0,7,9,15,Residential
9953,0,0,0,2,0,0,0,0,52.361111111111114,1885,0,1,0,3,2,0,0,1,3,4,Residential
9163,0,0,0,2,0,0,0,0,432.34375,13835,3,1,0,0,1,0,0,11,1,1,Residential
9981,0,0,0,10,0,0,0,0,190.952380952381,12030,2,1,0,4,3,0,0,9,6,8,Residential
9424,0,0,0,0,0,0,0,0,117.44927536231884,8104,2,2,0,6,8,0,0,23,7,4,Residential
9426,0,1,1,1,0,0,0,0,357.38805970149247,47890,7,2,0,8,7,0,0,22,35,22,Residential with services
9735,0,0,0,0,0,0,0,0,79.29230769230769,5154,7,2,0,6,1,0,0,5,4,13,Residential
9366,3,0,0,0,0,0,0,0,1149.3418803418806,134473,2,3,0,15,1,0,0,6,19,19,Residential
9617,1,1,0,0,0,0,0,0,768.0280373831774,164358,10,4,0,30,27,0,0,26,50,27,Residential with services
9580,1,2,0,12,0,0,0,0,2320.6253298153038,879517,50,50,2,46,17,0,0,23,50,50,Cultural & going out places
9999,3,4,0,2,0,2,1,0,483.5384615384616,94290,4,29,0,18,1,0,0,8,50,18,Residential with services
9012,1,5,0,2,0,0,0,0,751.9822485207102,127085,18,1,0,15,15,0,0,23,50,17,Residential with services
9616,0,0,0,0,0,0,0,0,39.6,1980,0,0,0,16,3,0,0,3,11,4,Residential
10153,0,0,0,0,0,0,1,0,1511.3544973544974,285646,10,22,0,26,8,0,0,11,18,36,Residential with services
9498,1,2,0,9,1,0,0,0,1467.7259786476868,412431,50,7,0,47,17,0,0,16,10,50,Cultural & going out places
9562,2,5,0,0,0,0,0,0,637.7791411042945,103958,9,3,0,27,4,0,0,5,50,15,Residential with services
9486,1,5,1,15,0,1,1,3,2059.115987460815,656858,25,50,3,16,29,0,0,13,42,50,Universities
10186,3,7,0,2,0,0,0,0,885,114165,4,6,0,13,14,0,0,8,29,21,Residential with services
9296,0,0,0,4,0,0,1,0,159.03333333333333,28626,9,2,0,28,8,0,0,26,37,13,Residential with services
9477,0,2,0,0,1,1,0,1,520.2617449664431,77519,4,10,0,22,7,0,0,13,29,24,Shopping areas
9067,9,5,0,2,0,0,0,0,556.0797101449275,76739,12,19,0,4,14,0,0,13,11,24,Residential with services
9177,0,0,0,1,0,0,0,1,173.10416666666663,33236,3,3,0,25,14,0,0,28,34,30,Residential with services
10133,0,2,0,0,0,0,0,0,489.6060606060606,48471,9,3,0,8,11,0,0,21,22,10,Residential
9217,0,1,0,0,0,0,0,0,45.96,1149,0,0,0,5,0,0,0,9,5,2,Residential
10094,2,3,0,0,0,0,0,0,178.046875,11395,6,1,0,6,2,0,0,7,18,5,Residential
